ratingId,userId,movieId,rating,timestamp
42368,288,1396,,978647358
26376,182,1695,,1063285931
70228,448,111113,,1421005442
15574,103,50,,1431955220
49123,318,1907,,1275845120
53708,354,2858,,1200870259
32927,224,1197,,971812860
42596,288,2459,,976138891
5125,33,1542,,939716676
17917,112,62,,1513989987
78281,486,356,,839537017
63736,414,4602,,1017669986
69759,448,58025,,1262258700
22065,144,2987,,1136812186
52956,348,2329,,1378850546
74428,474,5349,,1100291637
18142,114,106782,,1485388020
83565,533,80831,,1424754126
31506,218,1252,,1111624812
57675,380,36529,,1494071285
72127,464,5989,,1325594530
53698,354,2628,,1200870733
39376,274,818,,1171932831
30005,208,2881,,940638487
52779,346,2114,,1155066865
52756,346,1219,,1125857425
28997,200,1291,,1229886275
30331,212,5690,,1490115775
68879,448,1396,,1019132397
34356,232,30749,,1120426369
56556,376,586,,1364994249
43926,292,119145,,1483193792
9033,62,91500,,1521490055
42403,288,1673,,975691402
15210,98,71264,,1532457585
58669,382,4896,,1515162169
83357,528,2278,,1391734394
10944,68,3968,,1261624183
27010,182,6857,,1066667016
34716,232,69784,,1269572816
79306,492,52,,863976101
15385,100,1923,,1100183784
37971,259,7149,,1146846058
29224,200,45186,,1229887687
1045,8,252,,839463856
27251,184,193565,,1537098554
31305,217,2382,,955945639
63111,414,2395,,961437029
49845,318,165969,,1481320859
67791,438,2701,,1113763693
76270,480,282,,1179179113
7110,49,139385,,1493093206
42919,288,4848,,1054569231
36136,246,69951,,1355956342
30586,213,58559,,1316195746
12171,74,48698,,1207499649
58953,384,4034,,994038152
54332,357,2700,,1348612295
45891,304,1676,,896268382
84163,537,318,,1424137997
67254,434,6863,,1271039464
84649,546,104,,973588258
19356,125,54190,,1474294909
38946,268,1264,,940235570
36528,249,2100,,1354896459
1050,8,317,,839463644
32999,225,1717,,949261430
78649,489,1333,,1334587808
47051,307,2154,,1186173268
62961,414,1997,,991327876
28437,198,1639,,1034136119
18748,119,165551,,1505072429
13337,84,1286,,860398475
23464,160,2058,,971115156
60557,391,1333,,1032736630
35123,235,150,,841422308
11419,68,59784,,1233376560
23635,160,4370,,1065992012
16869,105,136447,,1526208332
37365,249,138036,,1451084271
58770,382,63082,,1515160889
73738,474,2201,,1053348121
49752,318,104243,,1483185582
49745,318,102445,,1413723362
44342,294,3255,,966595458
27510,186,4643,,1031080201
32107,220,1393,,1230061691
23966,166,3623,,1190827467
60156,387,27831,,1179381050
57870,380,80219,,1494635468
53147,351,60069,,1328288176
18152,115,34,,957760059
56750,377,5706,,1340342120
55733,368,2816,,971275239
7863,52,57669,,1468051901
58050,380,148626,,1502232183
72228,465,1783,,959895882
60105,387,8270,,1117355541
43182,289,2012,,1143424630
16262,105,1201,,1448168233
16124,104,6218,,1113078164
55672,368,2334,,971276761
62042,411,216,,835532839
43837,292,78893,,1301252424
14031,89,157296,,1520409109
45254,298,79091,,1447516927
45256,298,79134,,1452878994
39207,273,472,,835861108
14154,91,172,,1112713688
23318,160,839,,991076098
83177,527,364,,1033174482
12964,83,541,,1333091988
15635,103,1089,,1432086525
46816,307,441,,1186162639
32656,222,1721,,1391375337
48025,312,198,,1043176840
28535,198,4034,,1034134297
64473,414,40959,,1145550192
21476,140,4688,,1055092644
4026,25,68954,,1535470493
24438,169,2724,,1078285308
26446,182,2181,,1077804696
37762,256,3785,,1446580319
24481,169,4308,,1059427608
57922,380,95147,,1536873798
9369,63,53125,,1443290371
69173,448,3262,,1019138978
72961,470,349,,849074900
13147,84,326,,857653794
78879,489,4867,,1333830701
6730,45,2771,,1007994972
68678,448,150,,1019137611
17717,111,97836,,1516153673
54869,363,1784,,1502584446
52967,348,4958,,1378850051
38765,266,1597,,945670207
81201,514,1994,,1533872652
41498,282,1080,,1514068317
42805,288,3635,,976138026
26646,182,3576,,1054783721
10960,68,4025,,1158533207
33415,226,5650,,1095713547
18254,115,3624,,972251638
64069,414,6036,,1053624415
45305,298,88129,,1447516930
66351,427,5696,,1053069946
73246,474,594,,983032069
67289,434,51662,,1270606506
41624,282,5218,,1378497817
77571,483,3699,,1215897564
22239,149,788,,902085033
79216,490,81591,,1324372022
25099,177,1566,,1435535623
45633,301,45722,,1211377499
52962,348,2959,,1378850241
78540,489,455,,1385824118
74760,474,7141,,1165539947
35536,239,35836,,1221159012
57032,380,1213,,1493474014
61816,409,3219,,968978362
15688,103,2028,,1431957058
25708,177,81591,,1435524773
21112,140,260,,942842304
10954,68,4014,,1158532635
321,4,319,,945079182
75741,477,3793,,1200939934
59794,387,3911,,1095311638
17281,111,595,,1518661479
16975,107,104,,829322340
64821,414,84954,,1489536931
81180,514,1674,,1533949134
30210,211,2948,,1350912517
24979,177,783,,1435534629
73267,474,745,,1052504886
65219,418,1207,,1461868702
56476,374,344,,849089070
71499,460,48780,,1359176813
73731,474,2183,,1079963729
30746,216,916,,975212110
24469,169,3967,,1079310696
32811,222,95449,,1391347957
15772,103,4993,,1431955231
51869,336,2329,,1122227326
25236,177,3176,,1435534455
81353,514,6746,,1534086671
2314,19,252,,965706507
36860,249,45666,,1354895933
77758,483,41566,,1181496704
1139,10,4447,,1455398321
3162,20,4734,,1054037534
38308,263,1641,,940384427
69997,448,91273,,1347100087
18261,115,3793,,977610040
38049,260,3052,,1109409252
30102,210,60069,,1473882095
52398,340,454,,848666436
26279,182,1227,,1075764796
61353,404,11,,838376006
69880,448,79428,,1311505062
5427,38,434,,841341249
6961,47,3844,,1496206137
79332,492,628,,863976101
9392,63,79702,,1443200885
77276,483,367,,1178293175
16141,104,7297,,1247007805
34284,232,7458,,1105237396
7035,47,106782,,1496209142
3365,21,5254,,1452052112
20556,135,3104,,1009693108
48753,316,661,,1111493203
29278,201,160,,941212999
69430,448,5246,,1178981711
61440,405,1209,,1298431405
63870,414,5134,,1283877220
1054,8,357,,839463767
46663,306,76293,,1518380661
29706,202,3062,,974918508
37832,256,45672,,1446581011
34988,234,1379,,1004408338
67408,436,410,,833529596
24063,167,223,,1154721696
84095,535,2482,,939029864
82420,523,1721,,1503126287
29931,205,95167,,1519901669
22569,153,106916,,1525550576
69626,448,8807,,1289220292
57894,380,88125,,1494708630
57058,380,1339,,1494035825
42466,288,2040,,976120462
57681,380,37731,,1494071678
63005,414,2090,,961519060
29003,200,1393,,1229886849
61732,409,919,,969060011
69638,448,8983,,1145042155
74669,474,6850,,1064841955
36829,249,36519,,1355366214
58633,382,2498,,1515173883
82080,520,2985,,1326687478
45954,305,163,,1460304958
77575,483,3751,,1178215715
48795,317,6,,1430532917
26341,182,1529,,1063287687
38268,263,593,,940384199
20965,139,7254,,1453924308
23079,156,8614,,1106881351
12473,79,6,,975282111
19027,122,60074,,1461561757
65349,419,2694,,1318337815
31669,219,1805,,1195699039
73514,474,1381,,1046888244
16572,105,34150,,1447538100
52509,342,3004,,1042821919
69738,448,53125,,1179784344
44641,298,1690,,1453033075
34830,233,6377,,1529333689
2179,18,88094,,1457352482
21221,140,1231,,1180627829
82605,524,1303,,851609729
26688,182,3858,,1055155678
252,2,91658,,1445714938
47821,308,106642,,1421374711
27258,184,193585,,1537109805
78810,489,3471,,1385823743
50104,323,208,,1422640245
12708,81,150,,845299424
24268,168,1263,,1306801999
35377,239,1252,,1221159168
41725,283,1569,,901228364
13894,89,102984,,1520409345
18540,119,173,,1435943284
41076,279,480,,1506395201
3696,22,4848,,1268726967
65015,415,909,,1382470181
47302,307,4975,,1200150500
80321,506,64957,,1424486943
3962,24,5943,,1458944234
30016,209,2628,,1524607394
39483,274,1474,,1172024325
44738,298,3552,,1447584530
33024,225,2423,,949111389
67915,438,4487,,1105763904
8033,56,733,,835799427
74546,474,6159,,1061688936
32750,222,32587,,1391350292
5436,38,497,,841341680
52905,347,357,,847645812
49218,318,3967,,1263849804
30063,210,4370,,1530467916
19682,129,47,,1167376335
73683,474,2087,,983032444
54677,361,1587,,1204040712
54945,365,3996,,1488333530
13627,89,3307,,1520408276
18277,116,527,,1337199734
51212,331,3623,,1537157793
75862,477,7099,,1200940890
72636,469,1374,,965334076
16711,105,79357,,1446572508
82344,522,55820,,1449724924
76091,479,1295,,1039367487
35924,244,2490,,975093266
51845,336,168,,1120568038
4315,28,1608,,1242290718
50493,326,2028,,1324235748
28172,195,1968,,974710250
11100,68,6373,,1158532493
65474,420,1193,,1218040990
33810,230,2710,,1196304627
5242,34,5349,,1162048858
68457,445,4973,,1454621679
24948,177,480,,1435533530
75972,477,57368,,1200940201
76554,480,2997,,1179160797
55986,369,45728,,1237082459
25321,177,4963,,1435524217
43187,289,6125,,1143424970
51828,335,1673,,1261541289
26910,182,5528,,1055153034
21550,140,5506,,1156530514
84491,542,6377,,1163386616
17732,111,102686,,1516154009
79397,492,1043,,863976940
1569,16,47,,1377477814
51593,332,59315,,1352673817
53813,355,673,,974966167
79732,495,106696,,1458635883
63185,414,2616,,961516093
27094,183,1527,,992331630
31303,217,2380,,955945480
17296,111,1367,,1518640841
54403,357,5669,,1348610496
42949,288,5171,,1034954166
37333,249,117590,,1424391661
35127,235,208,,841422389
27316,186,364,,1031079149
29867,204,8974,,1327182661
48029,312,316,,1043176952
17716,111,97172,,1516156129
42960,288,5459,,1054569296
56215,372,553,,874416880
56485,374,592,,849089035
11860,73,33495,,1464198972
54102,356,56788,,1229140058
40538,274,74851,,1293217995
84478,542,5218,,1163387488
47080,307,2385,,1186173611
5653,40,595,,832058930
49777,318,114678,,1501360241
28918,199,48783,,1261364721
54264,357,1393,,1348612186
67935,438,4887,,1105664708
37262,249,103624,,1436106324
9352,63,31658,,1443200483
47411,307,6559,,1186259011
29352,201,2248,,939801984
54537,358,69757,,1339546356
1646,16,4226,,1377476925
73110,474,32,,1081177409
46909,307,1197,,1186161029
576,6,24,,845554397
43734,292,5444,,1265679947
28850,199,5349,,1023592667
64296,414,7458,,1086201679
47397,307,6323,,1186174191
75526,477,1080,,1200940037
39380,274,842,,1172025917
19296,125,5088,,1474141620
5174,33,2443,,939654747
71223,455,318,,836435894
51291,331,35836,,1537157891
27759,187,32387,,1161850305
78247,485,593,,837943320
77888,483,91890,,1415578356
84483,542,5481,,1163387771
64794,414,78467,,1294085477
57214,380,2694,,1494803743
81726,517,3269,,1487957428
56926,380,332,,1494279073
45542,301,296,,1211377348
9208,63,1193,,1443201170
59792,387,3868,,1095116417
35135,235,318,,841422371
76344,480,953,,1179162441
59437,387,1251,,1094875367
24951,177,520,,1435534369
26944,182,5941,,1077145737
68813,448,1092,,1019141359
1588,16,904,,1377476805
66238,426,5952,,1451080988
33820,230,3253,,1196305081
24987,177,902,,1435534728
7505,51,1276,,1230929673
73764,474,2300,,1053021139
72646,469,1476,,965425831
33045,226,2,,1095662788
28089,195,16,,974705903
14472,91,2868,,1112717608
17704,111,93510,,1516141212
19892,131,3363,,1349838628
35588,240,39,,849122324
60507,391,1150,,1032388476
46043,305,1259,,1460135385
43829,292,72641,,1293562657
69749,448,55294,,1311527441
26721,182,3984,,1057526011
71196,454,56339,,1279477672
51053,330,1225,,1285904031
64413,414,33677,,1130096668
52347,339,112290,,1460186006
10437,68,370,,1158533335
29595,202,1960,,974912892
56930,380,355,,1494035831
20916,139,4306,,1453924100
49636,318,80693,,1419080953
80033,501,736,,844973419
43452,290,3703,,975032040
29855,204,4973,,1327182812
63271,414,2928,,961518368
2022,18,7254,,1455049744
20355,135,292,,1009692890
78995,489,33794,,1334170022
1169,10,8969,,1455302697
153,1,2395,,964981093
56547,376,376,,1364932581
18931,122,3462,,1461562327
12816,82,2004,,1084521367
32884,223,4226,,1226209656
10143,66,2268,,1093747941
10428,68,345,,1269121154
28599,199,377,,940544026
64643,414,54286,,1188919668
54997,365,33004,,1489016862
62549,414,585,,1073681560
67727,438,1722,,1105911428
32025,219,56156,,1206231910
27335,186,780,,1031080005
52263,339,69784,,1460183906
69879,448,79293,,1310238823
52129,339,4886,,1460183483
13514,88,4226,,1331421887
61723,409,471,,967912821
27933,191,36,,829759809
56707,377,2124,,1340342782
52314,339,91978,,1460519333
2840,19,3033,,965703811
71289,456,788,,856883383
64695,414,58839,,1273977904
40807,275,2890,,1049078671
35572,239,54997,,1221159316
20522,135,2505,,1009691467
54348,357,3095,,1348611394
9137,62,168250,,1521490524
57774,380,55553,,1494696926
17663,111,80139,,1516153440
83987,534,95875,,1459787997
14537,91,3809,,1112712416
66921,432,4963,,1316391775
67243,434,5669,,1270606657
2085,18,48394,,1455049848
68901,448,1591,,1019125633
48459,313,2643,,1030475115
44688,298,2572,,1476632985
73413,474,1204,,1126284508
33458,226,7103,,1095695239
26180,182,480,,1120879567
4403,28,3271,,1234569650
27129,184,4896,,1537094519
52403,340,592,,848666337
49582,318,71494,,1426783730
64948,414,160080,,1485656197
80416,509,1088,,1435992808
50294,325,1573,,1039396740
11672,70,508,,1355198208
35052,234,2571,,1004408002
35102,234,4239,,1004407598
81098,514,356,,1533871408
69499,448,6039,,1041963284
82349,522,59315,,1255455578
15446,100,8529,,1100184289
20931,139,5313,,1453925158
45343,298,94953,,1466277604
20730,137,246,,1204863842
11778,72,590,,1217324799
36384,249,101,,1388146126
76761,480,5620,,1179165595
65832,424,5679,,1457843885
3981,24,54286,,1458941553
58292,381,3623,,1165976014
15061,96,648,,964772610
84907,551,111362,,1504925983
40197,274,8984,,1173041211
56881,380,10,,1493419787
70956,453,1777,,1005966944
71590,462,904,,1123891840
22912,156,2186,,946798252
23314,160,786,,971115622
43581,292,1721,,1265680427
55167,365,152091,,1489796774
65369,419,4022,,1321647792
49728,318,97306,,1413405285
69537,448,6618,,1166303478
33129,226,765,,1097545089
9277,63,3793,,1443200551
6079,42,1835,,996220726
40503,274,68952,,1253913784
63171,414,2563,,961518135
55521,368,1179,,975827507
66960,432,7153,,1316391638
42253,288,1027,,976121963
55337,367,3616,,997814008
8838,62,2762,,1523111064
29557,202,1385,,974919079
66799,432,2,,1316391739
53576,353,585,,831940432
54929,365,2572,,1488333453
18677,119,95105,,1439059096
67871,438,3994,,1105650270
38866,267,1270,,994467801
60080,387,7895,,1166936519
24160,167,4006,,1154719406
14532,91,3740,,1112712465
30239,211,49530,,1350913059
15260,99,204,,829828007
7774,51,57532,,1231041324
12632,80,51080,,1377309102
28077,194,1288,,1110316629
28968,200,648,,1229885782
8936,62,46723,,1525554190
8051,57,110,,965799491
68814,448,1097,,1019123941
18139,114,81834,,1485387866
25020,177,1030,,1435536378
74588,474,6335,,1066136322
52471,342,1799,,1042821231
17099,109,110,,841106621
66499,428,2460,,1111489598
72206,465,1219,,959895907
25193,177,2644,,1435538779
25969,180,2959,,1270237884
43093,288,34532,,1141741451
8718,59,3386,,953610555
43291,290,1219,,974937993
38078,260,5617,,1109411144
21832,141,55820,,1513130440
81178,514,1644,,1533874765
71502,460,54259,,1359178110
46506,305,103075,,1460564140
25054,177,1221,,1435533674
64903,414,112852,,1489537019
33670,229,1,,838144316
30780,216,1282,,975211713
67180,434,2174,,1270606597
3249,21,733,,1412967983
23895,166,923,,1189038377
6057,42,1625,,996218017
52022,339,364,,1460182472
76906,480,27837,,1179165049
48305,313,1073,,1030475426
77465,483,2269,,1215898969
530,5,265,,847435129
83252,527,2115,,1033175858
76238,480,47,,1179177656
55748,368,2986,,975828421
78515,489,316,,1333101362
7732,51,6786,,1230931832
9615,64,1911,,1161566464
71276,456,653,,856883383
33711,229,434,,836942675
16566,105,33493,,1446573703
16428,105,5481,,1446573435
38806,266,2428,,944940438
36386,249,110,,1346841413
1047,8,282,,839463767
38132,261,356,,1404881444
46627,306,4963,,1518380999
82288,522,2997,,1253345736
63032,414,2138,,961517101
72668,469,1719,,965846053
19309,125,6902,,1474375238
14405,91,2122,,1112717166
35378,239,1259,,1221158693
1126,10,1247,,1455303518
73778,474,2355,,979180216
56662,376,98961,,1364994754
50289,325,1387,,1039398049
67943,438,4974,,1105654241
70113,448,100487,,1392480189
33696,229,318,,836941551
8367,57,2353,,969754343
25765,177,97921,,1435525348
69960,448,87529,,1338827195
79608,495,5810,,1458636689
60738,391,4178,,1032388112
55835,368,3766,,971275239
39457,274,1320,,1171756204
47967,310,3330,,1078648511
41930,286,4022,,1119563748
72138,464,31696,,1325594787
14697,92,327,,1294941372
33753,230,539,,1196304685
84567,543,3825,,1377068567
72564,469,1196,,965333710
35897,244,1228,,975075169
24366,169,736,,1078284514
63826,414,4974,,1020450139
77237,483,50,,1204405320
40470,274,61026,,1248600006
64014,414,5679,,1070050686
16573,105,34319,,1446749990
63488,414,3712,,961438532
39919,274,4679,,1171786373
53201,352,296,,1493931922
8412,57,2797,,969753274
84150,536,431,,832840040
56562,376,745,,1364933013
59560,387,2074,,1117355216
48503,313,3471,,1030474666
84081,534,132796,,1459788826
11035,68,4995,,1158531267
48552,313,4499,,1030557427
75416,476,589,,835022128
981,7,8666,,1106779625
29341,201,2054,,941212089
8847,62,3793,,1525125407
83245,527,1997,,1033176375
2456,19,984,,965708318
70206,448,109187,,1431182418
69217,448,3596,,1044272089
5836,41,87869,,1459367663
20715,136,552,,832450076
28698,199,1393,,940372830
1432,14,597,,835441431
75128,474,45635,,1165540175
32155,220,3555,,1230054638
14151,91,161,,1112711269
50576,326,67255,,1436898530
62206,412,2384,,939114353
18807,121,337,,847656180
53148,351,60857,,1328722820
10955,68,4015,,1158535827
28770,199,2670,,940380229
28195,195,2598,,979469872
83111,525,163653,,1476480054
55150,365,135436,,1489016507
58817,382,104074,,1515162067
43951,293,2003,,1044870788
15463,101,2490,,968441120
75674,477,2599,,1201159141
10611,68,1544,,1158532643
52740,346,778,,1125857678
35066,234,2953,,1004409813
40994,276,364,,858351214
13406,86,356,,1344083260
43431,290,3219,,975032333
2833,19,2995,,965705322
3361,21,4973,,1403460991
43513,292,380,,990062537
26530,182,2765,,1055155694
82752,525,2942,,1476478464
14037,89,160567,,1520408839
9427,63,134853,,1443200486
20894,139,3555,,1453924452
62228,412,2828,,939113879
66820,432,381,,1315242365
29935,205,179817,,1519901378
57235,380,2841,,1494804442
75156,474,48741,,1201832889
4169,27,3033,,965151190
31569,219,442,,1194932339
25073,177,1288,,1435534298
47462,307,7282,,1189457208
37799,256,5989,,1446999599
8978,62,60126,,1527004227
68215,438,48780,,1162175473
41021,277,62,,861812794
82333,522,44665,,1301727787
61775,409,2361,,967920162
82410,523,318,,1503126542
28241,195,3897,,974938295
72508,469,610,,965335435
6713,45,2628,,950740549
24563,169,6709,,1070250087
29593,202,1958,,975015565
58486,381,47610,,1166979907
22660,155,2028,,961860714
19037,122,68954,,1461561370
1881,18,1356,,1455231686
21592,140,6539,,1079472360
37398,249,166643,,1516049201
10377,68,44,,1158534993
57743,380,49932,,1494696678
63346,414,3186,,966950355
13083,84,21,,858772111
53653,354,1573,,1200870911
25119,177,1931,,1435539429
70181,448,106330,,1426362065
23496,160,2402,,976796160
49501,318,58998,,1325866776
4497,28,6428,,1234571930
43577,292,1608,,1301252659
12682,80,90405,,1377308290
80864,510,858,,1141160565
68159,438,31433,,1107575458
52713,345,35836,,1342827455
49108,318,1552,,1256504600
65662,422,2581,,1010279673
63470,414,3671,,961513349
56481,374,457,,849089070
13942,89,124273,,1520408923
79923,500,449,,1005528017
78631,489,1227,,1333656252
65166,417,4306,,1529283842
46286,305,48304,,1460136731
10041,66,953,,1104645133
59333,387,866,,1094877555
28361,198,296,,1034135986
49659,318,85213,,1507743326
36288,247,72998,,1467644134
18800,121,282,,847656113
62238,413,16,,1484440002
11931,73,75805,,1464198246
54799,362,3006,,1530643068
15843,103,58559,,1431954562
83948,534,86644,,1459787996
61026,396,50,,1111688630
13599,89,1923,,1520408829
35949,245,246,,951182758
72560,469,1178,,965661977
84960,552,914,,1111473297
206,1,3243,,964981093
24785,174,161,,848486984
38050,260,3181,,1109409656
16138,104,7036,,1076898203
47817,308,91529,,1421375245
3404,21,8798,,1441826871
75243,475,4366,,1498031266
70073,448,97304,,1388597590
5656,40,616,,832059734
2823,19,2901,,965705137
71770,462,3859,,1121923436
20651,136,204,,832449475
40723,275,1641,,1049076555
44971,298,7460,,1447599466
58260,381,2701,,1167542302
53596,354,318,,1200869826
38987,268,2178,,940173963
744,6,383,,845554320
48257,313,223,,1030557688
40653,275,1097,,1049079449
6596,45,1242,,950726408
39936,274,4855,,1171826921
20938,139,5463,,1453925100
44207,294,2081,,966595386
28679,199,1272,,1095331581
10228,66,4322,,1104644449
74095,474,3515,,1081177398
77452,483,2125,,1215872289
60679,391,2997,,1030825020
26096,182,16,,1054783631
73904,474,2827,,1087832804
5080,33,507,,939646733
65054,415,3507,,1382469842
50983,330,353,,1285905487
1484,15,3535,,1510572486
42332,288,1287,,978465510
15360,100,1225,,1100183792
12931,82,6566,,1084467522
7453,51,479,,1230931569
14619,91,5640,,1112717816
58934,384,2724,,996441055
30991,217,551,,955934988
72955,470,300,,849075432
4303,28,1358,,1234338775
45184,298,64839,,1447516912
75398,476,377,,835021982
4122,27,1474,,962685802
46050,305,1276,,1463788911
79557,495,2410,,1458636441
24077,167,586,,1154723360
51971,338,296,,1530148321
39335,274,575,,1172024231
58031,380,134853,,1493420282
45980,305,541,,1460135378
10607,68,1513,,1158535043
82086,520,3175,,1326609791
12615,80,34048,,1377308367
6178,42,2871,,996213931
78945,489,6593,,1333297077
46833,307,541,,1189455304
74597,474,6368,,1126038212
62320,414,45,,961438476
36557,249,2572,,1356550212
36144,246,80463,,1355660751
67221,434,4034,,1270604860
32848,223,367,,1226210064
29578,202,1641,,974923773
73562,474,1643,,1089386695
71820,462,6301,,1121928938
5658,41,47,,1458939486
14300,91,1225,,1112711137
34804,233,2959,,1448815881
84053,534,112818,,1459789115
24708,171,1214,,866905795
79853,498,153,,839196963
73801,474,2418,,1081534868
79550,495,1917,,1458636320
42764,288,3359,,1054568632
32345,221,1219,,1119983925
46476,305,91542,,1460303366
45832,304,1100,,891173643
2746,19,2455,,965703698
42392,288,1610,,978465510
46092,305,2302,,1519571072
58344,381,5218,,1166972011
43540,292,923,,1265680002
45154,298,59900,,1447517134
68837,448,1221,,1019124147
51855,336,593,,1122227331
8452,57,3175,,965796941
69594,448,7706,,1097752197
58329,381,4720,,1166971967
12670,80,81417,,1377391160
81626,517,1230,,1487953350
37137,249,88785,,1355677468
67500,437,225,,859721399
803,6,575,,845555070
82138,520,7373,,1326611053
57534,380,6946,,1494268193
24120,167,1663,,1154719249
58114,381,262,,1168800704
72086,464,1617,,1325590119
62545,414,558,,961681356
81190,514,1968,,1533872361
78833,489,3826,,1333022423
44392,294,3869,,966595915
58689,382,6879,,1515172272
52204,339,45722,,1460185193
48882,317,5995,,1430517231
79108,489,89939,,1333233125
28941,200,62,,1229886642
6303,42,4516,,996260168
54867,363,1704,,1502584543
47762,308,2324,,1421373886
79627,495,7360,,1458636203
32293,221,780,,1118247109
75981,477,60037,,1213853948
23647,160,5349,,1058456918
71741,462,3168,,1425220056
55708,368,2561,,975828621
5240,34,4973,,1162049117
6838,45,5445,,1057007317
78548,489,509,,1332773774
70360,448,132333,,1436031040
17762,111,112788,,1516156057
883,7,480,,1106635917
59098,385,1097,,865025491
33572,227,1682,,1447189540
9086,62,114935,,1521489139
10462,68,539,,1158531794
40681,275,1247,,1049079254
56072,370,7090,,1159317697
78415,488,1797,,1112382459
51471,332,2732,,1352674272
73175,474,307,,1100119745
29014,200,1610,,1229886301
11062,68,5464,,1233381166
52152,339,6377,,1460185151
35230,237,3869,,1410630669
7604,51,2615,,1230931177
57439,380,5388,,1494528277
11910,73,68135,,1464198141
5482,39,1097,,974787586
66768,430,5445,,1058063775
50262,325,1197,,1039395453
59842,387,4408,,1194763571
25124,177,1947,,1435534899
17796,111,130087,,1517441246
40195,274,8977,,1171829720
